Tarih;Açýklama;Ýþlem Tutarý;Bakiye
15.10.2025;Ýþyeri no:000000000771359,Tutar : 2150,5 Komisyon : 0,Bloke No : 1643380450, BT: 14/09/2025, ÇT:14/10/2025;2150,50;3.371.209,42
15.10.2025;Ýþyeri no:000000000771359,Tutar : 401 Komisyon : 0,Bloke No : 1643380449, BT: 14/09/2025, ÇT:14/10/2025;401,00;3.369.058,92
15.10.2025;Ýþyeri no:000000000771359,Tutar : 3324,33 Komisyon : 0,Bloke No : 1643380448, BT: 14/09/2025, ÇT:14/10/2025;3324,33;3.368.657,92
15.10.2025;Ýþyeri no:000000000771359,Tutar : 3421,1 Komisyon : 0,Bloke No : 1643380446, BT: 14/09/2025, ÇT:14/10/2025;3421,10;3.365.333,59
15.10.2025;Ýþyeri no:000000000771359,Tutar : 1332 Komisyon : 0,Bloke No : 1643380445, BT: 14/09/2025, ÇT:14/10/2025;1332,00;3.361.912,49
15.10.2025;Ýþyeri no:000000000771359,Tutar : 2315,96 Komisyon : 0,Bloke No : 1643380436, BT: 14/09/2025, ÇT:14/10/2025;2315,96;3.360.580,49
15.10.2025;Ýþyeri no:000000000771359,Tutar : 1501,05 Komisyon : 0,Bloke No : 1643380435, BT: 14/09/2025, ÇT:14/10/2025;1501,05;3.358.264,53
15.10.2025;Ýþyeri no:000000000771359,Tutar : 328,8 Komisyon : 0,Bloke No : 1643380434, BT: 14/09/2025, ÇT:14/10/2025;328,80;3.356.763,48
15.10.2025;Ýþyeri no:000000000771359,Tutar : 927,5 Komisyon : 0,Bloke No : 1643380433, BT: 14/09/2025, ÇT:14/10/2025;927,50;3.356.434,68
15.10.2025;Ýþyeri no:000000000771359,Tutar : 296 Komisyon : 0,Bloke No : 1643380432, BT: 14/09/2025, ÇT:14/10/2025;296,00;3.355.507,18
15.10.2025;Ýþyeri no:000000000771359,Tutar : 1005 Komisyon : 0,Bloke No : 1643380444, BT: 14/09/2025, ÇT:14/10/2025;1005,00;3.355.211,18
15.10.2025;Ýþyeri no:000000000771359,Tutar : 5460,72 Komisyon : 0,Bloke No : 1643380443, BT: 14/09/2025, ÇT:14/10/2025;5460,72;3.354.206,18
15.10.2025;Ýþyeri no:000000000771359,Tutar : 2802,2 Komisyon : 0,Bloke No : 1643380442, BT: 14/09/2025, ÇT:14/10/2025;2802,20;3.348.745,46
15.10.2025;Ýþyeri no:000000000771359,Tutar : 24208,09 Komisyon : 0,Bloke No : 1643380441, BT: 14/09/2025, ÇT:14/10/2025;24208,09;3.345.943,26
15.10.2025;Ýþyeri no:000000000771359,Tutar : 3188 Komisyon : 0,Bloke No : 1643380439, BT: 14/09/2025, ÇT:14/10/2025;3188,00;3.321.735,17
15.10.2025;Ýþyeri no:000000000771359,Tutar : 12050,13 Komisyon : 0,Bloke No : 1643380438, BT: 14/09/2025, ÇT:14/10/2025;12050,13;3.318.547,17
15.10.2025;Ýþyeri no:000000000771359,Tutar : 428 Komisyon : 0,Bloke No : 1643380437, BT: 14/09/2025, ÇT:14/10/2025;428,00;3.306.497,04
15.10.2025;Ýþyeri no:000000000771359,Tutar : 37424,58 Komisyon : 0,Bloke No : 1643380431, BT: 14/09/2025, ÇT:14/10/2025;37424,58;3.306.069,04
15.10.2025;Ýþyeri no:000000000771359,Tutar : 35644,41 Komisyon : 0,Bloke No : 1643380429, BT: 14/09/2025, ÇT:14/10/2025;35644,41;3.268.644,46
15.10.2025;Ýþyeri no:000000000771359,Tutar : 58862,12 Komisyon : 0,Bloke No : 1643380428, BT: 14/09/2025, ÇT:14/10/2025;58862,12;3.233.000,05
15.10.2025;Ýþyeri no:000000000771359,Tutar : 40988,72 Komisyon : 0,Bloke No : 1643380427, BT: 14/09/2025, ÇT:14/10/2025;40988,72;3.174.137,93
15.10.2025;Ýþyeri no:000000000771359,Tutar : 11862,15 Komisyon : 0,Bloke No : 1643380426, BT: 14/09/2025, ÇT:14/10/2025;11862,15;3.133.149,21
15.10.2025;Ýþyeri no:000000000771359,Tutar : 2980,85 Komisyon : 0,Bloke No : 1643380425, BT: 14/09/2025, ÇT:14/10/2025;2980,85;3.121.287,06
14.10.2025;EFT MESAJ ÜCRETÝ TUTARI;-18,38;3.118.306,21
14.10.2025;EFT BSMV TUTARI;-6,74;3.118.324,59
14.10.2025;EFT KOMÝSYON TUTARI;-134,85;3.118.331,33
14.10.2025;HALK BANKASI//TR130001200957100010260200--ALANYA ÖZKAN KIRTASÝYE MAT.YAY.ÝNÞ.TÝC.LTD.ÞTÝ/Ziraat Mobil EFT ZÝRAAT HESABIN;-700000,00;3.118.466,18
14.10.2025;Ýþyeri no:000000000771359,Tutar : 7106,2 Komisyon : 0,Bloke No : 1641364949, BT: 13/09/2025, ÇT:13/10/2025;7106,20;3.818.466,18
14.10.2025;Ýþyeri no:000000000771359,Tutar : 4655 Komisyon : 0,Bloke No : 1641364948, BT: 13/09/2025, ÇT:13/10/2025;4655,00;3.811.359,98
14.10.2025;Ýþyeri no:000000000771359,Tutar : 935,9 Komisyon : 0,Bloke No : 1641364947, BT: 13/09/2025, ÇT:13/10/2025;935,90;3.806.704,98
14.10.2025;Ýþyeri no:000000000771359,Tutar : 3494 Komisyon : 0,Bloke No : 1641364946, BT: 13/09/2025, ÇT:13/10/2025;3494,00;3.805.769,08
14.10.2025;Ýþyeri no:000000000771359,Tutar : 4789 Komisyon : 0,Bloke No : 1641364936, BT: 13/09/2025, ÇT:13/10/2025;4789,00;3.802.275,08
14.10.2025;Ýþyeri no:000000000771359,Tutar : 21443,25 Komisyon : 0,Bloke No : 1641364935, BT: 13/09/2025, ÇT:13/10/2025;21443,25;3.797.486,08
14.10.2025;Ýþyeri no:000000000771359,Tutar : 10903,19 Komisyon : 0,Bloke No : 1641364933, BT: 13/09/2025, ÇT:13/10/2025;10903,19;3.776.042,83
14.10.2025;Ýþyeri no:000000000771359,Tutar : 8988,06 Komisyon : 0,Bloke No : 1641364932, BT: 13/09/2025, ÇT:13/10/2025;8988,06;3.765.139,64
14.10.2025;Ýþyeri no:000000000771359,Tutar : 3434,2 Komisyon : 0,Bloke No : 1641364931, BT: 13/09/2025, ÇT:13/10/2025;3434,20;3.756.151,58
14.10.2025;Ýþyeri no:000000000771359,Tutar : 1935,39 Komisyon : 0,Bloke No : 1641364930, BT: 13/09/2025, ÇT:13/10/2025;1935,39;3.752.717,38
14.10.2025;Ýþyeri no:000000000771359,Tutar : 1156 Komisyon : 0,Bloke No : 1641364945, BT: 13/09/2025, ÇT:13/10/2025;1156,00;3.750.781,99
14.10.2025;Ýþyeri no:000000000771359,Tutar : 9386,73 Komisyon : 0,Bloke No : 1641364943, BT: 13/09/2025, ÇT:13/10/2025;9386,73;3.749.625,99
14.10.2025;Ýþyeri no:000000000771359,Tutar : 24119,58 Komisyon : 0,Bloke No : 1641364942, BT: 13/09/2025, ÇT:13/10/2025;24119,58;3.740.239,26
14.10.2025;Ýþyeri no:000000000771359,Tutar : 36321,65 Komisyon : 0,Bloke No : 1641364941, BT: 13/09/2025, ÇT:13/10/2025;36321,65;3.716.119,68
14.10.2025;Ýþyeri no:000000000771359,Tutar : 67273,04 Komisyon : 0,Bloke No : 1641364940, BT: 13/09/2025, ÇT:13/10/2025;67273,04;3.679.798,03
14.10.2025;Ýþyeri no:000000000771359,Tutar : 18633,91 Komisyon : 0,Bloke No : 1641364939, BT: 13/09/2025, ÇT:13/10/2025;18633,91;3.612.524,99
14.10.2025;Ýþyeri no:000000000771359,Tutar : 3474,8 Komisyon : 0,Bloke No : 1641364938, BT: 13/09/2025, ÇT:13/10/2025;3474,80;3.593.891,08
14.10.2025;Ýþyeri no:000000000771359,Tutar : 284 Komisyon : 0,Bloke No : 1641364934, BT: 13/09/2025, ÇT:13/10/2025;284,00;3.590.416,28
14.10.2025;Ýþyeri no:000000000771359,Tutar : 2931,3 Komisyon : 0,Bloke No : 1641364929, BT: 13/09/2025, ÇT:13/10/2025;2931,30;3.590.132,28
14.10.2025;Ýþyeri no:000000000771359,Tutar : 43665,88 Komisyon : 0,Bloke No : 1641364927, BT: 13/09/2025, ÇT:13/10/2025;43665,88;3.587.200,98
14.10.2025;Ýþyeri no:000000000771359,Tutar : 58051,64 Komisyon : 0,Bloke No : 1641364926, BT: 13/09/2025, ÇT:13/10/2025;58051,64;3.543.535,1
14.10.2025;Ýþyeri no:000000000771359,Tutar : 494,1 Komisyon : 0,Bloke No : 1641364925, BT: 13/09/2025, ÇT:13/10/2025;494,10;3.485.483,46
14.10.2025;Ýþyeri no:000000000771359,Tutar : 1200 Komisyon : 0,Bloke No : 1641364924, BT: 13/09/2025, ÇT:13/10/2025;1200,00;3.484.989,36
14.10.2025;Ýþyeri no:000000000771359,Tutar : 89587,66 Komisyon : 0,Bloke No : 1641364923, BT: 13/09/2025, ÇT:13/10/2025;89587,66;3.483.789,36
14.10.2025;Ýþyeri no:000000000771359,Tutar : 104962,59 Komisyon : 0,Bloke No : 1641364921, BT: 13/09/2025, ÇT:13/10/2025;104962,59;3.394.201,7
14.10.2025;Ýþyeri no:000000000771359,Tutar : 26373,55 Komisyon : 0,Bloke No : 1641364920, BT: 13/09/2025, ÇT:13/10/2025;26373,55;3.289.239,11
14.10.2025;Ýþyeri no:000000000771359,Tutar : 39150,46 Komisyon : 0,Bloke No : 1641364919, BT: 13/09/2025, ÇT:13/10/2025;39150,46;3.262.865,56
13.10.2025;MESAJ ÜCRETÝ TUTARI;-0,32;3.223.715,1
13.10.2025;BSMV TUTARI;-0,29;3.223.715,42
13.10.2025;KOMÝSYON TUTARI;-5,79;3.223.715,71
13.10.2025;Türkiye Halk Bankasý A.Þ./TR160001200957100010260437-AHMET FÝLÝBALLI VE ORTAÐI/DBF2025000000835 NL'U FATURAYA ÝSTÝNADEN;-1700,00;3.223.721,5
13.10.2025;MESAJ ÜCRETÝ TUTARI;-0,32;3.225.421,5
13.10.2025;BSMV TUTARI;-0,59;3.225.421,82
13.10.2025;KOMÝSYON TUTARI;-11,89;3.225.422,41
13.10.2025;Kuveyt Türk Katýlým Bankasý A.Þ./TR500020500009872177600001-ÖMER FARUK KARA/FKF2025000001243 NL'U FATURAYA ÝSTÝNADEN ALA;-9600,00;3.225.434,3
13.10.2025;MESAJ ÜCRETÝ TUTARI;-0,58;3.235.034,3
13.10.2025;BSMV TUTARI;-0,58;3.235.034,88
13.10.2025;KOMÝSYON TUTARI;-11,64;3.235.035,46
13.10.2025;Türkiye Ýþ Bankasý A.Þ./TR160006400000142810325866-LÝDERLER PAZARLAMA ÝTHALAT ÝHRACAT ÝMALAT TÝC.VE SAN. LÝMÝTED ÞÝRKETÝ;-21945,00;3.235.047,1
13.10.2025;Ýþyeri no:000000000771359,Tutar : 832,82 Komisyon : 0,Bloke No : 1639085356, BT: 12/09/2025, ÇT:12/10/2025;832,82;3.256.992,1
13.10.2025;Ýþyeri no:000000000771359,Tutar : 181,4 Komisyon : 0,Bloke No : 1639085355, BT: 12/09/2025, ÇT:12/10/2025;181,40;3.256.159,28
13.10.2025;Ýþyeri no:000000000771359,Tutar : 4758,1 Komisyon : 0,Bloke No : 1639085354, BT: 12/09/2025, ÇT:12/10/2025;4758,10;3.255.977,88
13.10.2025;Ýþyeri no:000000000771359,Tutar : 783,5 Komisyon : 0,Bloke No : 1639085353, BT: 12/09/2025, ÇT:12/10/2025;783,50;3.251.219,78
13.10.2025;Ýþyeri no:000000000771359,Tutar : 4218,6 Komisyon : 0,Bloke No : 1639085346, BT: 12/09/2025, ÇT:12/10/2025;4218,60;3.250.436,28
13.10.2025;Ýþyeri no:000000000771359,Tutar : 583,5 Komisyon : 0,Bloke No : 1639085345, BT: 12/09/2025, ÇT:12/10/2025;583,50;3.246.217,68
13.10.2025;Ýþyeri no:000000000771359,Tutar : 4400 Komisyon : 0,Bloke No : 1639085344, BT: 12/09/2025, ÇT:12/10/2025;4400,00;3.245.634,18
13.10.2025;Ýþyeri no:000000000771359,Tutar : 8742,8 Komisyon : 0,Bloke No : 1639085343, BT: 12/09/2025, ÇT:12/10/2025;8742,80;3.241.234,18
13.10.2025;Ýþyeri no:000000000771359,Tutar : 144 Komisyon : 0,Bloke No : 1639085352, BT: 12/09/2025, ÇT:12/10/2025;144,00;3.232.491,38
13.10.2025;Ýþyeri no:000000000771359,Tutar : 6369,65 Komisyon : 0,Bloke No : 1639085351, BT: 12/09/2025, ÇT:12/10/2025;6369,65;3.232.347,38
13.10.2025;Ýþyeri no:000000000771359,Tutar : 21168,34 Komisyon : 0,Bloke No : 1639085350, BT: 12/09/2025, ÇT:12/10/2025;21168,34;3.225.977,73
13.10.2025;Ýþyeri no:000000000771359,Tutar : 1000,6 Komisyon : 0,Bloke No : 1639085349, BT: 12/09/2025, ÇT:12/10/2025;1000,60;3.204.809,39
13.10.2025;Ýþyeri no:000000000771359,Tutar : 4348,4 Komisyon : 0,Bloke No : 1639085347, BT: 12/09/2025, ÇT:12/10/2025;4348,40;3.203.808,79
13.10.2025;Ýþyeri no:000000000771359,Tutar : 36566,03 Komisyon : 0,Bloke No : 1639085342, BT: 12/09/2025, ÇT:12/10/2025;36566,03;3.199.460,39
13.10.2025;Ýþyeri no:000000000771359,Tutar : 47813,41 Komisyon : 0,Bloke No : 1639085341, BT: 12/09/2025, ÇT:12/10/2025;47813,41;3.162.894,36
13.10.2025;Ýþyeri no:000000000771359,Tutar : 2856,4 Komisyon : 0,Bloke No : 1639085340, BT: 12/09/2025, ÇT:12/10/2025;2856,40;3.115.080,95
13.10.2025;Ýþyeri no:000000000771359,Tutar : 42884,96 Komisyon : 0,Bloke No : 1639085339, BT: 12/09/2025, ÇT:12/10/2025;42884,96;3.112.224,55
13.10.2025;Ýþyeri no:000000000771359,Tutar : 94039,56 Komisyon : 0,Bloke No : 1639085338, BT: 12/09/2025, ÇT:12/10/2025;94039,56;3.069.339,59
13.10.2025;Ýþyeri no:000000000771359,Tutar : 13324,44 Komisyon : 0,Bloke No : 1639085337, BT: 12/09/2025, ÇT:12/10/2025;13324,44;2.975.300,03
13.10.2025;Ýþyeri no:000000000771359,Tutar : 15329,76 Komisyon : 0,Bloke No : 1639085335, BT: 12/09/2025, ÇT:12/10/2025;15329,76;2.961.975,59
12.10.2025;Ýþyeri no:000000000771359,Tutar : 1760 Komisyon : 0,Bloke No : 1636883683, BT: 11/09/2025, ÇT:11/10/2025;1760,00;2.946.645,83
12.10.2025;Ýþyeri no:000000000771359,Tutar : 1367 Komisyon : 0,Bloke No : 1636883682, BT: 11/09/2025, ÇT:11/10/2025;1367,00;2.944.885,83
12.10.2025;Ýþyeri no:000000000771359,Tutar : 300 Komisyon : 0,Bloke No : 1636883681, BT: 11/09/2025, ÇT:11/10/2025;300,00;2.943.518,83
12.10.2025;Ýþyeri no:000000000771359,Tutar : 2098,5 Komisyon : 0,Bloke No : 1636883680, BT: 11/09/2025, ÇT:11/10/2025;2098,50;2.943.218,83
12.10.2025;Ýþyeri no:000000000771359,Tutar : 1010 Komisyon : 0,Bloke No : 1636883679, BT: 11/09/2025, ÇT:11/10/2025;1010,00;2.941.120,33
12.10.2025;Ýþyeri no:000000000771359,Tutar : 4600,3 Komisyon : 0,Bloke No : 1636883671, BT: 11/09/2025, ÇT:11/10/2025;4600,30;2.940.110,33
12.10.2025;Ýþyeri no:000000000771359,Tutar : 9334,59 Komisyon : 0,Bloke No : 1636883670, BT: 11/09/2025, ÇT:11/10/2025;9334,59;2.935.510,03
12.10.2025;Ýþyeri no:000000000771359,Tutar : 984 Komisyon : 0,Bloke No : 1636883669, BT: 11/09/2025, ÇT:11/10/2025;984,00;2.926.175,44
12.10.2025;Ýþyeri no:000000000771359,Tutar : 9314,35 Komisyon : 0,Bloke No : 1636883668, BT: 11/09/2025, ÇT:11/10/2025;9314,35;2.925.191,44
12.10.2025;Ýþyeri no:000000000771359,Tutar : 19354,58 Komisyon : 0,Bloke No : 1636883667, BT: 11/09/2025, ÇT:11/10/2025;19354,58;2.915.877,09
12.10.2025;Ýþyeri no:000000000771359,Tutar : 834 Komisyon : 0,Bloke No : 1636883666, BT: 11/09/2025, ÇT:11/10/2025;834,00;2.896.522,51
12.10.2025;Ýþyeri no:000000000771359,Tutar : 7257,3 Komisyon : 0,Bloke No : 1636883678, BT: 11/09/2025, ÇT:11/10/2025;7257,30;2.895.688,51
12.10.2025;Ýþyeri no:000000000771359,Tutar : 9001,34 Komisyon : 0,Bloke No : 1636883677, BT: 11/09/2025, ÇT:11/10/2025;9001,34;2.888.431,21
12.10.2025;Ýþyeri no:000000000771359,Tutar : 23638,07 Komisyon : 0,Bloke No : 1636883676, BT: 11/09/2025, ÇT:11/10/2025;23638,07;2.879.429,87
12.10.2025;Ýþyeri no:000000000771359,Tutar : 21668,74 Komisyon : 0,Bloke No : 1636883675, BT: 11/09/2025, ÇT:11/10/2025;21668,74;2.855.791,8
12.10.2025;Ýþyeri no:000000000771359,Tutar : 9660,18 Komisyon : 0,Bloke No : 1636883674, BT: 11/09/2025, ÇT:11/10/2025;9660,18;2.834.123,06
12.10.2025;Ýþyeri no:000000000771359,Tutar : 10983,22 Komisyon : 0,Bloke No : 1636883673, BT: 11/09/2025, ÇT:11/10/2025;10983,22;2.824.462,88
12.10.2025;Ýþyeri no:000000000771359,Tutar : 206 Komisyon : 0,Bloke No : 1636883665, BT: 11/09/2025, ÇT:11/10/2025;206,00;2.813.479,66
12.10.2025;Ýþyeri no:000000000771359,Tutar : 44843,94 Komisyon : 0,Bloke No : 1636883664, BT: 11/09/2025, ÇT:11/10/2025;44843,94;2.813.273,66
12.10.2025;Ýþyeri no:000000000771359,Tutar : 101162,06 Komisyon : 0,Bloke No : 1636883663, BT: 11/09/2025, ÇT:11/10/2025;101162,06;2.768.429,72
12.10.2025;Ýþyeri no:000000000771359,Tutar : 700,3 Komisyon : 0,Bloke No : 1636883662, BT: 11/09/2025, ÇT:11/10/2025;700,30;2.667.267,66
12.10.2025;Ýþyeri no:000000000771359,Tutar : 58752,91 Komisyon : 0,Bloke No : 1636883660, BT: 11/09/2025, ÇT:11/10/2025;58752,91;2.666.567,36
12.10.2025;Ýþyeri no:000000000771359,Tutar : 162036,79 Komisyon : 0,Bloke No : 1636883659, BT: 11/09/2025, ÇT:11/10/2025;162036,79;2.607.814,45
12.10.2025;Ýþyeri no:000000000771359,Tutar : 18120,36 Komisyon : 0,Bloke No : 1636883658, BT: 11/09/2025, ÇT:11/10/2025;18120,36;2.445.777,66
12.10.2025;Ýþyeri no:000000000771359,Tutar : 40679,06 Komisyon : 0,Bloke No : 1636883657, BT: 11/09/2025, ÇT:11/10/2025;40679,06;2.427.657,3
11.10.2025;Ýþyeri no:000000000771359,Tutar : 1571,5 Komisyon : 0,Bloke No : 1634707873, BT: 10/09/2025, ÇT:10/10/2025;1571,50;2.386.978,24
11.10.2025;Ýþyeri no:000000000771359,Tutar : 968,95 Komisyon : 0,Bloke No : 1634707872, BT: 10/09/2025, ÇT:10/10/2025;968,95;2.385.406,74
11.10.2025;Ýþyeri no:000000000771359,Tutar : 4373,95 Komisyon : 0,Bloke No : 1634707871, BT: 10/09/2025, ÇT:10/10/2025;4373,95;2.384.437,79
