Tarih;Açýklama;Ýþlem Tutarý;Bakiye
30.09.2025;55976192 - 5004 Nolu Hesaba, Þube Virman;-200000,00;487.445,91
30.09.2025;SGK( EMS/BAÐ/SSK)/ 24763010113598210070325000 / ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC.LTD.ÞTÝ 3476147 /S.Öde Tr: 30.;-26512,62;687.445,91
30.09.2025;SGK( EMS/BAÐ/SSK)/ 24762010110559410070346000 / ALANYA ÖZKAN KIRTASÝYE MATBAACILIK YAY.ÝNÞ.TÝC.LTD.ÞTÝ 3476148 /S.Öde T;-166757,29;713.958,53
30.09.2025;Ýþyeri no:000000000771359,Tutar : 20 Komisyon : 0,Bloke No : 1612343855, BT: 30/08/2025, ÇT:29/09/2025;20,00;880.715,82
30.09.2025;Ýþyeri no:000000000771359,Tutar : 3333,2 Komisyon : 0,Bloke No : 1612343845, BT: 30/08/2025, ÇT:29/09/2025;3333,20;880.695,82
30.09.2025;Ýþyeri no:000000000771359,Tutar : 4348,85 Komisyon : 0,Bloke No : 1612343843, BT: 30/08/2025, ÇT:29/09/2025;4348,85;877.362,62
30.09.2025;Ýþyeri no:000000000771359,Tutar : 265 Komisyon : 0,Bloke No : 1612343841, BT: 30/08/2025, ÇT:29/09/2025;265,00;873.013,77
30.09.2025;Ýþyeri no:000000000771359,Tutar : 990 Komisyon : 0,Bloke No : 1612343853, BT: 30/08/2025, ÇT:29/09/2025;990,00;872.748,77
30.09.2025;Ýþyeri no:000000000771359,Tutar : 6139,62 Komisyon : 0,Bloke No : 1612343851, BT: 30/08/2025, ÇT:29/09/2025;6139,62;871.758,77
30.09.2025;Ýþyeri no:000000000771359,Tutar : 17040,32 Komisyon : 0,Bloke No : 1612343849, BT: 30/08/2025, ÇT:29/09/2025;17040,32;865.619,15
30.09.2025;Ýþyeri no:000000000771359,Tutar : 7491,8 Komisyon : 0,Bloke No : 1612343847, BT: 30/08/2025, ÇT:29/09/2025;7491,80;848.578,83
30.09.2025;Ýþyeri no:000000000771359,Tutar : 10084,99 Komisyon : 0,Bloke No : 1612343839, BT: 30/08/2025, ÇT:29/09/2025;10084,99;841.087,03
30.09.2025;Ýþyeri no:000000000771359,Tutar : 5177,05 Komisyon : 0,Bloke No : 1612343836, BT: 30/08/2025, ÇT:29/09/2025;5177,05;831.002,04
30.09.2025;Ýþyeri no:000000000771359,Tutar : 334 Komisyon : 0,Bloke No : 1612343835, BT: 30/08/2025, ÇT:29/09/2025;334,00;825.824,99
30.09.2025;Ýþyeri no:000000000771359,Tutar : 22032,52 Komisyon : 0,Bloke No : 1612343833, BT: 30/08/2025, ÇT:29/09/2025;22032,52;825.490,99
30.09.2025;Ýþyeri no:000000000771359,Tutar : 8385,5 Komisyon : 0,Bloke No : 1612343831, BT: 30/08/2025, ÇT:29/09/2025;8385,50;803.458,47
30.09.2025;Ýþyeri no:000000000771359,Tutar : 5085,92 Komisyon : 0,Bloke No : 1612343827, BT: 30/08/2025, ÇT:29/09/2025;5085,92;795.072,97
29.09.2025;2343HOHH25421827 Referanslý Havale - BSMV Tahsilatý;-0,30;789.987,05
29.09.2025;2343HOHH25421827 Referanslý Havale Komisyonu Tahsilatý;-6,09;789.987,35
29.09.2025;CARÝ HESABA ÝSTÝNAEN AKSEL DIÞ TÝCARET ANONÝM ÞÝRKE AKSEL DIÞ TÝCARET ANONÝM ÞÝRKETÝ Ziraat Mobil Havale;-15360,59;789.993,44
29.09.2025;MESAJ ÜCRETÝ TUTARI;-1,20;805.354,03
29.09.2025;BSMV TUTARI;-0,55;805.355,23
29.09.2025;KOMÝSYON TUTARI;-11,05;805.355,78
29.09.2025;Kuveyt Türk Katýlým Bankasý A.Þ./TR360020500009448216100001-NOVA ART YAYIN BASIM ORG. SAN. VE TÝC. LTD. ÞTÝ./NOV20250000;-45600,00;805.366,83
29.09.2025;VERGI-0015 KDV GERÇEK VD:007201-ÝÇ:0167019-THN:2025092701Mkx0000014-VN:0480525636 ALANYA ÖZKAN KIRTASÝ YE MATBAACILIK Y;-443,70;850.966,83
29.09.2025;Ýþyeri no:000000000771359,Tutar : 985,2 Komisyon : 0,Bloke No : 1610264790, BT: 29/08/2025, ÇT:28/09/2025;985,20;851.410,53
29.09.2025;Ýþyeri no:000000000771359,Tutar : 600 Komisyon : 0,Bloke No : 1610264788, BT: 29/08/2025, ÇT:28/09/2025;600,00;850.425,33
29.09.2025;Ýþyeri no:000000000771359,Tutar : 246 Komisyon : 0,Bloke No : 1610264786, BT: 29/08/2025, ÇT:28/09/2025;246,00;849.825,33
