Tarih;Açýklama;Ýþlem Tutarý;Bakiye
31.07.2025;"Talimat No: 146326841;HAZÝRAN DÖNEMÝ MESEM DEVLET DESTEÐÝ ÖDEMESÝ Muhasebe Birimi Vkn: 0480325909: 39707937 - 5002 nolu";6262,98;61.315,87
31.07.2025;Gönd: OPAL YAPI-ÝNÞAAT MALZEMELERÝ PAZARL 0062-Türkiye Garanti Bankasý A.Þ. FAST iþlemi;2088,76;55.052,89
31.07.2025;0027435 no lu çek , Hesap: 50040055976192;-250000,00;52.964,13
31.07.2025;BSMV Tahsilatý Matrah : 238,1;-11,90;302.964,13
31.07.2025;Haberleþme Masrafý;-238,10;302.976,03
31.07.2025;0001549 No.lu Çek Ýle Yatan;30000,00;303.214,13
31.07.2025;ÖZKAN KIRTASÝYE cari hesaba mahsuben CÝTY SERENÝTY RESÝDENCE CÝTY SERENÝTY RESÝDENCE TOPLU YAPISI Ýnternet Havale;1000,00;273.214,13
31.07.2025;55976192 - 5007 Nolu Hesaptan, Ziraat Mobil Virman;200000,00;272.214,13
31.07.2025;0027428 no lu çek:Þube : 2343, Hesap : 0050040055976192 bedeli:250.000,00TL;-250000,00;72.214,13
30.07.2025;Gönd: ALANYA AKM EÐÝTÝM ÝNÞAAT EMLAK PAZARLAMA TÝC.ANONÝM ÞÝRKETÝ CARÝ HESABA MAHSUBEN ÖZKAN KIRTASÝYE 0111-QNB Bank A.Þ;400,00;322.214,13
30.07.2025;55976192 - 5007 Nolu Hesaba, Ziraat Mobil Virman;-21185,90;321.814,13
29.07.2025;Gönd: ALANYA AYTUR TURÝZMVE TÝCARET A. Þ. CARI HESABA MAHSUBEN ÖDEME 0012-HALK BANKASI;9000,00;343.000,03
28.07.2025;Gönd: BARBAROS AZAKOÐLU ORTAOKULU OKUL AÝLE BÝRLÝÐÝ GÝDEN EFT - BARBAROS AZAKOÐLU ORTAOKULU OKUL AÝLE BÝRLÝÐÝ TARAFINDAN;59950,00;334.000,03
25.07.2025;REGÝOCOM 18/07/2025 OZE2025000001783 NL FT REGÝOCOM ÝLETÝÞÝM MERKEZÝ ANON REGÝOCOM ÝLETÝÞÝM MERKEZÝ ANONÝM ÞÝRKETÝ Ope;1897,00;274.050,03
25.07.2025;Gönd: HAYAT SAÐLIK HÝZ.YAT.ÝÞL.TUR.TAAH.TÝC.VE SAN.A.Þ. cari ödeme 0111-QNB BANK A.Þ.;912,00;272.153,03
25.07.2025;Gönd: HÜSEYÝN GÝRENES FEN LÝSESÝ OKUL AÝLE BÝRLÝÐÝ DENEME SINAVI ALIMI 0015-Türkiye Vakýflar Bankasý T.A.O. FAST iþlemi;3600,00;271.241,03
25.07.2025;Gönd: DEMET GÖMEÇ RÜZGAR GÜLÜ KREÞ KIRTASIYE ÖDEMESI 0032-T.EKONOMÝ BANKASI A.S.;10000,00;267.641,03
24.07.2025;Gönd: AKÇELÝK TURÝZM OTELCÝLÝK A.Þ. CLUB NENA CARÝ ÖDEME 0012-HALK BANKASI;34414,07;257.641,03
22.07.2025;Gönd: GÜR GRUP ÝNÞAAT SANAYÝ VE TÝCA VNO:480525636 ALANYA ÖZKAN KIRTASÝYE MA 0134-DENÝZBANK A.Þ.;18792,43;223.226,96
21.07.2025;é(2);-312,50;204.434,53
21.07.2025;55976192 2343KRTM24000208 KomTahsDnm : 21.07.2025      6250      312,5 Komisyon Tahsilat;-6250,00;204.747,03
18.07.2025;Gönd: CEBECÝ GLOBAL TURÝZM TÝCARET ANONÝM ÞÝRKETÝ Ch Ödemesi 0015-T.VAKIFLAR BANKASI T.A.O.;12052,80;210.997,03
18.07.2025;Gönd: AKDENÝZ TURÝZM DANIÞMANLIK SAN TÝC LTD ÞTÝ Cari hesaba ist 0067-Yapý ve Kredi Bankasý A.Þ. FAST iþlemi;1096,00;198.944,23
17.07.2025;ÖZKAN KIRTASÝYE 2025 temmuz bakiye kapandý CÝTY SERENÝTY RESÝDENCE CÝTY SERENÝTY RESÝDENCE TOPLU YAPISI Ýnternet Haval;714,00;197.848,23
16.07.2025;Gönd: ALANYA ANADOLU ÝMAM HATÝP LÝSESÝ OKUL AÝLE BÝRLÝÐÝ 11.07.2025 TARÝH VE OZA12025000000461 NOLU ÖZKAN KIRTASÝYE'YE;7495,00;197.134,23
16.07.2025;Gönd: ALANYA ANADOLU ÝMAM HATÝP LÝSESÝ OKUL AÝLE BÝRLÝÐÝ 11.07.2025 TARÝH VE OZA12025000000462 NOLU ÖZKAN KIRTASÝYE'YE;7100,00;189.639,23
16.07.2025;Gönd: ALANYA ANADOLU ÝMAM HATÝP LÝSESÝ OKUL AÝLE BÝRLÝÐÝ 12.07.2025 TARÝH VE OZA12025000000460 NOLU ÖZKAN KIRTASÝYE'YE;6000,00;182.539,23
16.07.2025;Gönd: ALANYA ANADOLU ÝMAM HATÝP LÝSESÝ OKUL AÝLE BÝRLÝÐÝ 11.07.2025 TARÝH VE OZA12025000000459 NOLU ÖZKAN KIRTASÝYE'YE;5450,00;176.539,23
