MİZAN;;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;;
Dönem :;01/01/2025-31/12/2025;;;;;
Tarih Aralığı :;01/01/2025-31/03/2025;;;;;
;;;;;;
HESAP KODU;HESAP ADI; ;BORÇ;ALACAK;BORÇ BAKİYESİ;ALACAK BAKİYESİ
1;DÖNEN VARLIKLAR;;87.709.576,80;55.145.216,44;32.564.360,36;
10;HAZIR DEĞERLER;;47.946.422,18;44.891.481,35;3.054.940,83;
100;KASA;;1.054.019,64;963.745,64;90.274,00;
100.01;NAKİT KASASI TL;TL;1.054.019,64;963.745,64;90.274,00;
101;ALINAN ÇEKLER;;282.648,52;242.148,52;40.500,00;
101.01;ALINAN MÜŞTERİ ÇEKLERİ;TL;282.648,52;242.148,52;40.500,00;
102;BANKALAR;;20.407.672,96;18.749.905,35;1.657.767,61;
102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;TL;1.613.469,99;1.552.793,56;60.676,43;
102.02;AKBANK 1330-0013212 NOLU HESAP;TL;768.752,56;759.108,38;9.644,18;
102.04;HALKBANK 10260200 NOLU HESAP;TL;7.031.902,58;6.198.142,18;833.760,40;
102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;TL;2.000.264,20;1.576.940,48;423.323,72;
102.15;ALBARAKA TR170020300002877853000017 NOLU HESAP;TL;436.685,25;431.174,50;5.510,75;
102.19;ZİRAAT POS HESABI;TL;4.518.635,21;4.197.300,25;321.334,96;
102.25;ALBARAKA TR60 0020 3000 0287 7853 0000 19 NL HS;TL;4.034.531,49;4.034.446,00;85,49;
102.504;HALKBANK 571-14014930 571 ALTIN HS;TL;3.431,68;;3.431,68;
103;VERİLEN ÇEKLER VE ÖDEME EMİRLERİ (-);;18.103.000,00;18.103.000,00;;
103.04;HALKBANK 10260200 NOLU HESAP ÇEKLERİ;TL;11.640.000,00;11.640.000,00;;
103.09;ZİRAATBANK VERİLEN ÇEKLER;TL;6.463.000,00;6.463.000,00;;
108;DİĞER HAZIR DEĞERLER;;8.099.081,06;6.832.681,84;1.266.399,22;
108.01;KREDİ KARTI SATIŞLARI;TL;5.802.416,40;5.333.957,07;468.459,33;
