Tarih;Açýklama;Ýþlem Tutarý;Bakiye
31.05.2025;Ýþyeri no:000000000771359,Tutar : 1569,6 Komisyon : 0,Bloke No : 1377521347, BT: 07/05/2025, ÇT:30/05/2025;1569,60;237.696,99
31.05.2025;Ýþyeri no:000000000771359,Tutar : 56 Komisyon : 0,Bloke No : 1377521346, BT: 07/05/2025, ÇT:30/05/2025;56,00;236.127,39
31.05.2025;Ýþyeri no:000000000771359,Tutar : 217 Komisyon : 0,Bloke No : 1377521345, BT: 07/05/2025, ÇT:30/05/2025;217,00;236.071,39
31.05.2025;Ýþyeri no:000000000771359,Tutar : 218 Komisyon : 0,Bloke No : 1377521344, BT: 07/05/2025, ÇT:30/05/2025;218,00;235.854,39
31.05.2025;Ýþyeri no:000000000771359,Tutar : 30 Komisyon : 0,Bloke No : 1377521339, BT: 07/05/2025, ÇT:30/05/2025;30,00;235.636,39
31.05.2025;Ýþyeri no:000000000771359,Tutar : 149 Komisyon : 0,Bloke No : 1377521343, BT: 07/05/2025, ÇT:30/05/2025;149,00;235.606,39
31.05.2025;Ýþyeri no:000000000771359,Tutar : 1669,25 Komisyon : 0,Bloke No : 1377521342, BT: 07/05/2025, ÇT:30/05/2025;1669,25;235.457,39
31.05.2025;Ýþyeri no:000000000771359,Tutar : 5435,8 Komisyon : 0,Bloke No : 1377521341, BT: 07/05/2025, ÇT:30/05/2025;5435,80;233.788,14
31.05.2025;Ýþyeri no:000000000771359,Tutar : 2052 Komisyon : 0,Bloke No : 1377521340, BT: 07/05/2025, ÇT:30/05/2025;2052,00;228.352,34
31.05.2025;Ýþyeri no:000000000771359,Tutar : 1476,4 Komisyon : 0,Bloke No : 1377521338, BT: 07/05/2025, ÇT:30/05/2025;1476,40;226.300,34
31.05.2025;Ýþyeri no:000000000771359,Tutar : 3916,88 Komisyon : 0,Bloke No : 1377521337, BT: 07/05/2025, ÇT:30/05/2025;3916,88;224.823,94
31.05.2025;Ýþyeri no:000000000771359,Tutar : 2200 Komisyon : 0,Bloke No : 1377521336, BT: 07/05/2025, ÇT:30/05/2025;2200,00;220.907,06
31.05.2025;Ýþyeri no:000000000771359,Tutar : 8025,2 Komisyon : 0,Bloke No : 1377521335, BT: 07/05/2025, ÇT:30/05/2025;8025,20;218.707,06
31.05.2025;Ýþyeri no:000000000771359,Tutar : 613,25 Komisyon : 0,Bloke No : 1377521334, BT: 07/05/2025, ÇT:30/05/2025;613,25;210.681,86
31.05.2025;Ýþyeri no:000000000771359,Tutar : 19000 Komisyon : 0,Bloke No : 1377521332, BT: 07/05/2025, ÇT:30/05/2025;19000,00;210.068,61
30.05.2025;2343HOHH25246905 Referanslý Havale - BSMV Tahsilatý;-0,30;191.068,61
30.05.2025;2343HOHH25246905 Referanslý Havale Komisyonu Tahsilatý;-6,09;191.068,91
30.05.2025;GÜRBÜZ YAYINLARI HARÝTA VE DERS ARAÇLARI LÝMÝTED ÞÝRKETÝ CARÝ HESABA ÝSTÝNADEN GÜRBÜZ YAYINLARI HAR DERS ARAÇ GÜRBÜZ YAY;-8925,00;191.075,00
30.05.2025;VÝRMAN 55976192 - 5004 Nolu Hesaba, Ziraat Mobil Virman;-261539,71;200.000,00
30.05.2025;Ýþyeri no:000000000771359,Tutar : 1412 Komisyon : 0,Bloke No : 1375455801, BT: 06/05/2025, ÇT:29/05/2025;1412,00;461.539,71
30.05.2025;Ýþyeri no:000000000771359,Tutar : 251,6 Komisyon : 0,Bloke No : 1375455800, BT: 06/05/2025, ÇT:29/05/2025;251,60;460.127,71
30.05.2025;Ýþyeri no:000000000771359,Tutar : 257 Komisyon : 0,Bloke No : 1375455799, BT: 06/05/2025, ÇT:29/05/2025;257,00;459.876,11
30.05.2025;Ýþyeri no:000000000771359,Tutar : 176 Komisyon : 0,Bloke No : 1375455793, BT: 06/05/2025, ÇT:29/05/2025;176,00;459.619,11
30.05.2025;Ýþyeri no:000000000771359,Tutar : 1496 Komisyon : 0,Bloke No : 1375455792, BT: 06/05/2025, ÇT:29/05/2025;1496,00;459.443,11
30.05.2025;Ýþyeri no:000000000771359,Tutar : 430 Komisyon : 0,Bloke No : 1375455798, BT: 06/05/2025, ÇT:29/05/2025;430,00;457.947,11
30.05.2025;Ýþyeri no:000000000771359,Tutar : 1913,8 Komisyon : 0,Bloke No : 1375455796, BT: 06/05/2025, ÇT:29/05/2025;1913,80;457.517,11
30.05.2025;Ýþyeri no:000000000771359,Tutar : 7626,9 Komisyon : 0,Bloke No : 1375455795, BT: 06/05/2025, ÇT:29/05/2025;7626,90;455.603,31
