Tarih;Açýklama;Ýþlem Tutarý;Bakiye
30.04.2025;Ýþyeri no:000000000771359,Tutar : 3067,63 Komisyon : 0,Bloke No : 1318579677, BT: 06/04/2025, ÇT:29/04/2025;3067,63;381.333,54
30.04.2025;Ýþyeri no:000000000771359,Tutar : 945,6 Komisyon : 0,Bloke No : 1318579675, BT: 06/04/2025, ÇT:29/04/2025;945,60;378.265,91
30.04.2025;Ýþyeri no:000000000771359,Tutar : 2977,68 Komisyon : 0,Bloke No : 1318579674, BT: 06/04/2025, ÇT:29/04/2025;2977,68;377.320,31
30.04.2025;Ýþyeri no:000000000771359,Tutar : 490 Komisyon : 0,Bloke No : 1318579672, BT: 06/04/2025, ÇT:29/04/2025;490,00;374.342,63
29.04.2025;Ýþyeri no:000000000771359,Tutar : 1079,1 Komisyon : 0,Bloke No : 1316946774, BT: 05/04/2025, ÇT:28/04/2025;1079,10;373.852,63
29.04.2025;Ýþyeri no:000000000771359,Tutar : 148 Komisyon : 0,Bloke No : 1316946773, BT: 05/04/2025, ÇT:28/04/2025;148,00;372.773,53
29.04.2025;Ýþyeri no:000000000771359,Tutar : 280 Komisyon : 0,Bloke No : 1316946772, BT: 05/04/2025, ÇT:28/04/2025;280,00;372.625,53
29.04.2025;Ýþyeri no:000000000771359,Tutar : 393 Komisyon : 0,Bloke No : 1316946767, BT: 05/04/2025, ÇT:28/04/2025;393,00;372.345,53
29.04.2025;Ýþyeri no:000000000771359,Tutar : 395,4 Komisyon : 0,Bloke No : 1316946766, BT: 05/04/2025, ÇT:28/04/2025;395,40;371.952,53
29.04.2025;Ýþyeri no:000000000771359,Tutar : 1244,1 Komisyon : 0,Bloke No : 1316946764, BT: 05/04/2025, ÇT:28/04/2025;1244,10;371.557,13
29.04.2025;Ýþyeri no:000000000771359,Tutar : 638 Komisyon : 0,Bloke No : 1316946771, BT: 05/04/2025, ÇT:28/04/2025;638,00;370.313,03
29.04.2025;Ýþyeri no:000000000771359,Tutar : 1004,4 Komisyon : 0,Bloke No : 1316946770, BT: 05/04/2025, ÇT:28/04/2025;1004,40;369.675,03
29.04.2025;Ýþyeri no:000000000771359,Tutar : 8503,15 Komisyon : 0,Bloke No : 1316946769, BT: 05/04/2025, ÇT:28/04/2025;8503,15;368.670,63
29.04.2025;Ýþyeri no:000000000771359,Tutar : 2442,98 Komisyon : 0,Bloke No : 1316946768, BT: 05/04/2025, ÇT:28/04/2025;2442,98;360.167,48
29.04.2025;Ýþyeri no:000000000771359,Tutar : 328 Komisyon : 0,Bloke No : 1316946763, BT: 05/04/2025, ÇT:28/04/2025;328,00;357.724,50
29.04.2025;Ýþyeri no:000000000771359,Tutar : 3054,1 Komisyon : 0,Bloke No : 1316946762, BT: 05/04/2025, ÇT:28/04/2025;3054,10;357.396,50
29.04.2025;Ýþyeri no:000000000771359,Tutar : 2416,25 Komisyon : 0,Bloke No : 1316946761, BT: 05/04/2025, ÇT:28/04/2025;2416,25;354.342,40
29.04.2025;Ýþyeri no:000000000771359,Tutar : 5758 Komisyon : 0,Bloke No : 1316946760, BT: 05/04/2025, ÇT:28/04/2025;5758,00;351.926,15
29.04.2025;Ýþyeri no:000000000771359,Tutar : 6797,58 Komisyon : 0,Bloke No : 1316946759, BT: 05/04/2025, ÇT:28/04/2025;6797,58;346.168,15
29.04.2025;Ýþyeri no:000000000771359,Tutar : 984,6 Komisyon : 0,Bloke No : 1316946757, BT: 05/04/2025, ÇT:28/04/2025;984,60;339.370,57
28.04.2025;Ýþyeri no:000000000771359,Tutar : 536 Komisyon : 0,Bloke No : 1315091294, BT: 04/04/2025, ÇT:27/04/2025;536,00;338.385,97
28.04.2025;Ýþyeri no:000000000771359,Tutar : 10 Komisyon : 0,Bloke No : 1315091293, BT: 04/04/2025, ÇT:27/04/2025;10,00;337.849,97
28.04.2025;Ýþyeri no:000000000771359,Tutar : 46 Komisyon : 0,Bloke No : 1315091292, BT: 04/04/2025, ÇT:27/04/2025;46,00;337.839,97
28.04.2025;Ýþyeri no:000000000771359,Tutar : 593 Komisyon : 0,Bloke No : 1315091287, BT: 04/04/2025, ÇT:27/04/2025;593,00;337.793,97
28.04.2025;Ýþyeri no:000000000771359,Tutar : 1509,4 Komisyon : 0,Bloke No : 1315091286, BT: 04/04/2025, ÇT:27/04/2025;1509,40;337.200,97
28.04.2025;Ýþyeri no:000000000771359,Tutar : 228 Komisyon : 0,Bloke No : 1315091285, BT: 04/04/2025, ÇT:27/04/2025;228,00;335.691,57
28.04.2025;Ýþyeri no:000000000771359,Tutar : 3774,79 Komisyon : 0,Bloke No : 1315091291, BT: 04/04/2025, ÇT:27/04/2025;3774,79;335.463,57
28.04.2025;Ýþyeri no:000000000771359,Tutar : 5397,12 Komisyon : 0,Bloke No : 1315091290, BT: 04/04/2025, ÇT:27/04/2025;5397,12;331.688,78
28.04.2025;Ýþyeri no:000000000771359,Tutar : 1455 Komisyon : 0,Bloke No : 1315091289, BT: 04/04/2025, ÇT:27/04/2025;1455,00;326.291,66
28.04.2025;Ýþyeri no:000000000771359,Tutar : 932 Komisyon : 0,Bloke No : 1315091284, BT: 04/04/2025, ÇT:27/04/2025;932,00;324.836,66
28.04.2025;Ýþyeri no:000000000771359,Tutar : 8918,02 Komisyon : 0,Bloke No : 1315091283, BT: 04/04/2025, ÇT:27/04/2025;8918,02;323.904,66
28.04.2025;Ýþyeri no:000000000771359,Tutar : 14980 Komisyon : 0,Bloke No : 1315091282, BT: 04/04/2025, ÇT:27/04/2025;14980,00;314.986,64
28.04.2025;Ýþyeri no:000000000771359,Tutar : 1823,28 Komisyon : 0,Bloke No : 1315091280, BT: 04/04/2025, ÇT:27/04/2025;1823,28;300.006,64
27.04.2025;Ýþyeri no:000000000771359,Tutar : 2048,44 Komisyon : 0,Bloke No : 1313227577, BT: 03/04/2025, ÇT:26/04/2025;2048,44;298.183,36
27.04.2025;Ýþyeri no:000000000771359,Tutar : 570 Komisyon : 0,Bloke No : 1313227576, BT: 03/04/2025, ÇT:26/04/2025;570,00;296.134,92
27.04.2025;Ýþyeri no:000000000771359,Tutar : 562 Komisyon : 0,Bloke No : 1313227575, BT: 03/04/2025, ÇT:26/04/2025;562,00;295.564,92
27.04.2025;Ýþyeri no:000000000771359,Tutar : 1566,9 Komisyon : 0,Bloke No : 1313227569, BT: 03/04/2025, ÇT:26/04/2025;1566,90;295.002,92
27.04.2025;Ýþyeri no:000000000771359,Tutar : 396 Komisyon : 0,Bloke No : 1313227567, BT: 03/04/2025, ÇT:26/04/2025;396,00;293.436,02
27.04.2025;Ýþyeri no:000000000771359,Tutar : 248,5 Komisyon : 0,Bloke No : 1313227566, BT: 03/04/2025, ÇT:26/04/2025;248,50;293.040,02
27.04.2025;Ýþyeri no:000000000771359,Tutar : 1080,6 Komisyon : 0,Bloke No : 1313227574, BT: 03/04/2025, ÇT:26/04/2025;1080,60;292.791,52
27.04.2025;Ýþyeri no:000000000771359,Tutar : 2096,7 Komisyon : 0,Bloke No : 1313227573, BT: 03/04/2025, ÇT:26/04/2025;2096,70;291.710,92
27.04.2025;Ýþyeri no:000000000771359,Tutar : 6836,85 Komisyon : 0,Bloke No : 1313227571, BT: 03/04/2025, ÇT:26/04/2025;6836,85;289.614,22
27.04.2025;Ýþyeri no:000000000771359,Tutar : 1218 Komisyon : 0,Bloke No : 1313227570, BT: 03/04/2025, ÇT:26/04/2025;1218,00;282.777,37
27.04.2025;Ýþyeri no:000000000771359,Tutar : 8201,35 Komisyon : 0,Bloke No : 1313227565, BT: 03/04/2025, ÇT:26/04/2025;8201,35;281.559,37
27.04.2025;Ýþyeri no:000000000771359,Tutar : 455 Komisyon : 0,Bloke No : 1313227564, BT: 03/04/2025, ÇT:26/04/2025;455,00;273.358,02
27.04.2025;Ýþyeri no:000000000771359,Tutar : 12416,2 Komisyon : 0,Bloke No : 1313227563, BT: 03/04/2025, ÇT:26/04/2025;12416,20;272.903,02
27.04.2025;Ýþyeri no:000000000771359,Tutar : 2560,5 Komisyon : 0,Bloke No : 1313227561, BT: 03/04/2025, ÇT:26/04/2025;2560,50;260.486,82
26.04.2025;Ýþyeri no:000000000771359,Tutar : 452 Komisyon : 0,Bloke No : 1311417486, BT: 02/04/2025, ÇT:25/04/2025;452,00;257.926,32
26.04.2025;Ýþyeri no:000000000771359,Tutar : 100 Komisyon : 0,Bloke No : 1311417482, BT: 02/04/2025, ÇT:25/04/2025;100,00;257.474,32
26.04.2025;Ýþyeri no:000000000771359,Tutar : 928,6 Komisyon : 0,Bloke No : 1311417485, BT: 02/04/2025, ÇT:25/04/2025;928,60;257.374,32
26.04.2025;Ýþyeri no:000000000771359,Tutar : 8650,08 Komisyon : 0,Bloke No : 1311417484, BT: 02/04/2025, ÇT:25/04/2025;8650,08;256.445,72
26.04.2025;Ýþyeri no:000000000771359,Tutar : 1040,2 Komisyon : 0,Bloke No : 1311417483, BT: 02/04/2025, ÇT:25/04/2025;1040,20;247.795,64
26.04.2025;Ýþyeri no:000000000771359,Tutar : 5846,05 Komisyon : 0,Bloke No : 1311417481, BT: 02/04/2025, ÇT:25/04/2025;5846,05;246.755,44
26.04.2025;Ýþyeri no:000000000771359,Tutar : 1468,94 Komisyon : 0,Bloke No : 1311417480, BT: 02/04/2025, ÇT:25/04/2025;1468,94;240.909,39
26.04.2025;Ýþyeri no:000000000771359,Tutar : 2359 Komisyon : 0,Bloke No : 1311417479, BT: 02/04/2025, ÇT:25/04/2025;2359,00;239.440,45
26.04.2025;Ýþyeri no:000000000771359,Tutar : 2500 Komisyon : 0,Bloke No : 1311417478, BT: 02/04/2025, ÇT:25/04/2025;2500,00;237.081,45
26.04.2025;Ýþyeri no:000000000771359,Tutar : 2898 Komisyon : 0,Bloke No : 1311417476, BT: 02/04/2025, ÇT:25/04/2025;2898,00;234.581,45
25.04.2025;Ýþyeri no:000000000771359,Tutar : 393 Komisyon : 0,Bloke No : 1309857469, BT: 01/04/2025, ÇT:24/04/2025;393,00;231.683,45
25.04.2025;Ýþyeri no:000000000771359,Tutar : 13 Komisyon : 0,Bloke No : 1309857468, BT: 01/04/2025, ÇT:24/04/2025;13,00;231.290,45
25.04.2025;Ýþyeri no:000000000771359,Tutar : 845,8 Komisyon : 0,Bloke No : 1309857467, BT: 01/04/2025, ÇT:24/04/2025;845,80;231.277,45
25.04.2025;Ýþyeri no:000000000771359,Tutar : 412 Komisyon : 0,Bloke No : 1309857461, BT: 01/04/2025, ÇT:24/04/2025;412,00;230.431,65
25.04.2025;Ýþyeri no:000000000771359,Tutar : 120 Komisyon : 0,Bloke No : 1309857458, BT: 01/04/2025, ÇT:24/04/2025;120,00;230.019,65
25.04.2025;Ýþyeri no:000000000771359,Tutar : 288 Komisyon : 0,Bloke No : 1309857465, BT: 01/04/2025, ÇT:24/04/2025;288,00;229.899,65
25.04.2025;Ýþyeri no:000000000771359,Tutar : 1911 Komisyon : 0,Bloke No : 1309857464, BT: 01/04/2025, ÇT:24/04/2025;1911,00;229.611,65
25.04.2025;Ýþyeri no:000000000771359,Tutar : 4328,52 Komisyon : 0,Bloke No : 1309857463, BT: 01/04/2025, ÇT:24/04/2025;4328,52;227.700,65
25.04.2025;Ýþyeri no:000000000771359,Tutar : 997,2 Komisyon : 0,Bloke No : 1309857462, BT: 01/04/2025, ÇT:24/04/2025;997,20;223.372,13
25.04.2025;Ýþyeri no:000000000771359,Tutar : 550 Komisyon : 0,Bloke No : 1309857460, BT: 01/04/2025, ÇT:24/04/2025;550,00;222.374,93
25.04.2025;Ýþyeri no:000000000771359,Tutar : 6853,22 Komisyon : 0,Bloke No : 1309857457, BT: 01/04/2025, ÇT:24/04/2025;6853,22;221.824,93
25.04.2025;Ýþyeri no:000000000771359,Tutar : 500 Komisyon : 0,Bloke No : 1309857456, BT: 01/04/2025, ÇT:24/04/2025;500,00;214.971,71
25.04.2025;Ýþyeri no:000000000771359,Tutar : 6361,12 Komisyon : 0,Bloke No : 1309857455, BT: 01/04/2025, ÇT:24/04/2025;6361,12;214.471,71
25.04.2025;Ýþyeri no:000000000771359,Tutar : 2225,89 Komisyon : 0,Bloke No : 1309857454, BT: 01/04/2025, ÇT:24/04/2025;2225,89;208.110,59
24.04.2025;Ýþyeri no:000000000771359,Tutar : 1244 Komisyon : 0,Bloke No : 1308519427, BT: 31/03/2025, ÇT:23/04/2025;1244,00;205.884,70
24.04.2025;Ýþyeri no:000000000771359,Tutar : 264 Komisyon : 0,Bloke No : 1308519425, BT: 31/03/2025, ÇT:23/04/2025;264,00;204.640,70
24.04.2025;Ýþyeri no:000000000771359,Tutar : 338 Komisyon : 0,Bloke No : 1308519424, BT: 31/03/2025, ÇT:23/04/2025;338,00;204.376,70
24.04.2025;Ýþyeri no:000000000771359,Tutar : 591 Komisyon : 0,Bloke No : 1308519421, BT: 31/03/2025, ÇT:23/04/2025;591,00;204.038,70
24.04.2025;Ýþyeri no:000000000771359,Tutar : 5654,5 Komisyon : 0,Bloke No : 1308519420, BT: 31/03/2025, ÇT:23/04/2025;5654,50;203.447,70
24.04.2025;Ýþyeri no:000000000771359,Tutar : 4431,28 Komisyon : 0,Bloke No : 1308519423, BT: 31/03/2025, ÇT:23/04/2025;4431,28;197.793,20
24.04.2025;Ýþyeri no:000000000771359,Tutar : 180 Komisyon : 0,Bloke No : 1308519422, BT: 31/03/2025, ÇT:23/04/2025;180,00;193.361,92
24.04.2025;Ýþyeri no:000000000771359,Tutar : 3055,2 Komisyon : 0,Bloke No : 1308519418, BT: 31/03/2025, ÇT:23/04/2025;3055,20;193.181,92
24.04.2025;Ýþyeri no:000000000771359,Tutar : 11992,41 Komisyon : 0,Bloke No : 1308519417, BT: 31/03/2025, ÇT:23/04/2025;11992,41;190.126,72
24.04.2025;Ýþyeri no:000000000771359,Tutar : 32 Komisyon : 0,Bloke No : 1308519416, BT: 31/03/2025, ÇT:23/04/2025;32,00;178.134,31
23.04.2025;MESAJ ÜCRETÝ TUTARI;-0,32;178.102,31
23.04.2025;BSMV TUTARI;-0,29;178.102,63
23.04.2025;KOMÝSYON TUTARI;-5,79;178.102,92
23.04.2025;Türkiye Ýþ Bankasý A.Þ./TR500006400000162090201909-ÞAHÝN SANDIKÇI/AE02025000002161 VE AE02025000002314 NOLU FATURALARA Ý;-3182,50;178.108,71
22.04.2025;Ýþyeri no:000000000771359,Tutar : 135 Komisyon : 0,Bloke No : 1305669071, BT: 29/03/2025, ÇT:21/04/2025;135,00;181.291,21
22.04.2025;Ýþyeri no:000000000771359,Tutar : 534 Komisyon : 0,Bloke No : 1305669070, BT: 29/03/2025, ÇT:21/04/2025;534,00;181.156,21
22.04.2025;Ýþyeri no:000000000771359,Tutar : 656 Komisyon : 0,Bloke No : 1305669069, BT: 29/03/2025, ÇT:21/04/2025;656,00;180.622,21
22.04.2025;Ýþyeri no:000000000771359,Tutar : 2063,5 Komisyon : 0,Bloke No : 1305669065, BT: 29/03/2025, ÇT:21/04/2025;2063,50;179.966,21
22.04.2025;Ýþyeri no:000000000771359,Tutar : 1457,8 Komisyon : 0,Bloke No : 1305669064, BT: 29/03/2025, ÇT:21/04/2025;1457,80;177.902,71
22.04.2025;Ýþyeri no:000000000771359,Tutar : 2594,7 Komisyon : 0,Bloke No : 1305669068, BT: 29/03/2025, ÇT:21/04/2025;2594,70;176.444,91
22.04.2025;Ýþyeri no:000000000771359,Tutar : 6386,67 Komisyon : 0,Bloke No : 1305669067, BT: 29/03/2025, ÇT:21/04/2025;6386,67;173.850,21
22.04.2025;Ýþyeri no:000000000771359,Tutar : 6511,6 Komisyon : 0,Bloke No : 1305669063, BT: 29/03/2025, ÇT:21/04/2025;6511,60;167.463,54
22.04.2025;Ýþyeri no:000000000771359,Tutar : 674 Komisyon : 0,Bloke No : 1305669062, BT: 29/03/2025, ÇT:21/04/2025;674,00;160.951,94
22.04.2025;Ýþyeri no:000000000771359,Tutar : 8647,92 Komisyon : 0,Bloke No : 1305669061, BT: 29/03/2025, ÇT:21/04/2025;8647,92;160.277,94
22.04.2025;Ýþyeri no:000000000771359,Tutar : 3365,02 Komisyon : 0,Bloke No : 1305669060, BT: 29/03/2025, ÇT:21/04/2025;3365,02;151.630,02
22.04.2025;Ýþyeri no:000000000771359,Tutar : 1099,8 Komisyon : 0,Bloke No : 1305669058, BT: 29/03/2025, ÇT:21/04/2025;1099,80;148.265,00
21.04.2025;MESAJ ÜCRETÝ TUTARI;-0,32;147.165,20
21.04.2025;BSMV TUTARI;-0,59;147.165,52
21.04.2025;KOMÝSYON TUTARI;-11,89;147.166,11
21.04.2025;QNB Bank A.Þ./TR630011100000000090802141-cengiz uyaroðlu/CARÝ HESABA ÝSTÝNAEN YAPILAN ÖDEMEFAST iþlemi;-7008,00;147.178,00
21.04.2025;MESAJ ÜCRETÝ TUTARI;-0,32;154.186,00
21.04.2025;BSMV TUTARI;-0,29;154.186,32
21.04.2025;KOMÝSYON TUTARI;-5,79;154.186,61
21.04.2025;Türkiye Halk Bankasý A.Þ./TR230001200957100010261572-ELÝTE GAYRÝMENKUL ÝNÞ.TUR.TÝC.A.Þ./EOF2025000000178 FATURAYA ÝSTÝNA;-3750,00;154.192,40
21.04.2025;Ýþyeri no:000000000771359,Tutar : 1352,98 Komisyon : 0,Bloke No : 1303626091, BT: 28/03/2025, ÇT:20/04/2025;1352,98;157.942,40
21.04.2025;Ýþyeri no:000000000771359,Tutar : 56 Komisyon : 0,Bloke No : 1303626090, BT: 28/03/2025, ÇT:20/04/2025;56,00;156.589,42
21.04.2025;Ýþyeri no:000000000771359,Tutar : 721,8 Komisyon : 0,Bloke No : 1303626089, BT: 28/03/2025, ÇT:20/04/2025;721,80;156.533,42
21.04.2025;Ýþyeri no:000000000771359,Tutar : 791,2 Komisyon : 0,Bloke No : 1303626083, BT: 28/03/2025, ÇT:20/04/2025;791,20;155.811,62
21.04.2025;Ýþyeri no:000000000771359,Tutar : 1075 Komisyon : 0,Bloke No : 1303626082, BT: 28/03/2025, ÇT:20/04/2025;1075,00;155.020,42
21.04.2025;Ýþyeri no:000000000771359,Tutar : 932,44 Komisyon : 0,Bloke No : 1303626081, BT: 28/03/2025, ÇT:20/04/2025;932,44;153.945,42
21.04.2025;Ýþyeri no:000000000771359,Tutar : 363,2 Komisyon : 0,Bloke No : 1303626088, BT: 28/03/2025, ÇT:20/04/2025;363,20;153.012,98
21.04.2025;Ýþyeri no:000000000771359,Tutar : 1936 Komisyon : 0,Bloke No : 1303626087, BT: 28/03/2025, ÇT:20/04/2025;1936,00;152.649,78
21.04.2025;Ýþyeri no:000000000771359,Tutar : 9547,52 Komisyon : 0,Bloke No : 1303626085, BT: 28/03/2025, ÇT:20/04/2025;9547,52;150.713,78
21.04.2025;Ýþyeri no:000000000771359,Tutar : 1431 Komisyon : 0,Bloke No : 1303626084, BT: 28/03/2025, ÇT:20/04/2025;1431,00;141.166,26
21.04.2025;Ýþyeri no:000000000771359,Tutar : 5419,07 Komisyon : 0,Bloke No : 1303626079, BT: 28/03/2025, ÇT:20/04/2025;5419,07;139.735,26
21.04.2025;Ýþyeri no:000000000771359,Tutar : 185,25 Komisyon : 0,Bloke No : 1303626078, BT: 28/03/2025, ÇT:20/04/2025;185,25;134.316,19
21.04.2025;Ýþyeri no:000000000771359,Tutar : 300 Komisyon : 0,Bloke No : 1303626077, BT: 28/03/2025, ÇT:20/04/2025;300,00;134.130,94
21.04.2025;Ýþyeri no:000000000771359,Tutar : 5965,1 Komisyon : 0,Bloke No : 1303626076, BT: 28/03/2025, ÇT:20/04/2025;5965,10;133.830,94
21.04.2025;Ýþyeri no:000000000771359,Tutar : 3191,7 Komisyon : 0,Bloke No : 1303626074, BT: 28/03/2025, ÇT:20/04/2025;3191,70;127.865,84
20.04.2025;Ýþyeri no:000000000771359,Tutar : 627,6 Komisyon : 0,Bloke No : 1301550467, BT: 27/03/2025, ÇT:19/04/2025;627,60;124.674,14
20.04.2025;Ýþyeri no:000000000771359,Tutar : 31 Komisyon : 0,Bloke No : 1301550465, BT: 27/03/2025, ÇT:19/04/2025;31,00;124.046,54
20.04.2025;Ýþyeri no:000000000771359,Tutar : 759 Komisyon : 0,Bloke No : 1301550464, BT: 27/03/2025, ÇT:19/04/2025;759,00;124.015,54
20.04.2025;Ýþyeri no:000000000771359,Tutar : 717 Komisyon : 0,Bloke No : 1301550462, BT: 27/03/2025, ÇT:19/04/2025;717,00;123.256,54
20.04.2025;Ýþyeri no:000000000771359,Tutar : 1384,6 Komisyon : 0,Bloke No : 1301550454, BT: 27/03/2025, ÇT:19/04/2025;1384,60;122.539,54
20.04.2025;Ýþyeri no:000000000771359,Tutar : 200 Komisyon : 0,Bloke No : 1301550452, BT: 27/03/2025, ÇT:19/04/2025;200,00;121.154,94
20.04.2025;Ýþyeri no:000000000771359,Tutar : 188,8 Komisyon : 0,Bloke No : 1301550461, BT: 27/03/2025, ÇT:19/04/2025;188,80;120.954,94
20.04.2025;Ýþyeri no:000000000771359,Tutar : 1353 Komisyon : 0,Bloke No : 1301550459, BT: 27/03/2025, ÇT:19/04/2025;1353,00;120.766,14
20.04.2025;Ýþyeri no:000000000771359,Tutar : 6540,3 Komisyon : 0,Bloke No : 1301550457, BT: 27/03/2025, ÇT:19/04/2025;6540,30;119.413,14
20.04.2025;Ýþyeri no:000000000771359,Tutar : 645 Komisyon : 0,Bloke No : 1301550456, BT: 27/03/2025, ÇT:19/04/2025;645,00;112.872,84
20.04.2025;Ýþyeri no:000000000771359,Tutar : 526,8 Komisyon : 0,Bloke No : 1301550451, BT: 27/03/2025, ÇT:19/04/2025;526,80;112.227,84
20.04.2025;Ýþyeri no:000000000771359,Tutar : 6774,8 Komisyon : 0,Bloke No : 1301550449, BT: 27/03/2025, ÇT:19/04/2025;6774,80;111.701,04
20.04.2025;Ýþyeri no:000000000771359,Tutar : 335,92 Komisyon : 0,Bloke No : 1301550448, BT: 27/03/2025, ÇT:19/04/2025;335,92;104.926,24
20.04.2025;Ýþyeri no:000000000771359,Tutar : 5392,75 Komisyon : 0,Bloke No : 1301550446, BT: 27/03/2025, ÇT:19/04/2025;5392,75;104.590,32
20.04.2025;Ýþyeri no:000000000771359,Tutar : 1759 Komisyon : 0,Bloke No : 1301550443, BT: 27/03/2025, ÇT:19/04/2025;1759,00;99.197,57
19.04.2025;Ýþyeri no:000000000771359,Tutar : 209 Komisyon : 0,Bloke No : 1299644418, BT: 26/03/2025, ÇT:18/04/2025;209,00;97.438,57
19.04.2025;Ýþyeri no:000000000771359,Tutar : 1364 Komisyon : 0,Bloke No : 1299644416, BT: 26/03/2025, ÇT:18/04/2025;1364,00;97.229,57
19.04.2025;Ýþyeri no:000000000771359,Tutar : 109 Komisyon : 0,Bloke No : 1299644414, BT: 26/03/2025, ÇT:18/04/2025;109,00;95.865,57
19.04.2025;Ýþyeri no:000000000771359,Tutar : 548,5 Komisyon : 0,Bloke No : 1299644404, BT: 26/03/2025, ÇT:18/04/2025;548,50;95.756,57
19.04.2025;Ýþyeri no:000000000771359,Tutar : 1152 Komisyon : 0,Bloke No : 1299644403, BT: 26/03/2025, ÇT:18/04/2025;1152,00;95.208,07
19.04.2025;Ýþyeri no:000000000771359,Tutar : 312 Komisyon : 0,Bloke No : 1299644412, BT: 26/03/2025, ÇT:18/04/2025;312,00;94.056,07
19.04.2025;Ýþyeri no:000000000771359,Tutar : 3969,97 Komisyon : 0,Bloke No : 1299644410, BT: 26/03/2025, ÇT:18/04/2025;3969,97;93.744,07
19.04.2025;Ýþyeri no:000000000771359,Tutar : 5290,35 Komisyon : 0,Bloke No : 1299644408, BT: 26/03/2025, ÇT:18/04/2025;5290,35;89.774,10
19.04.2025;Ýþyeri no:000000000771359,Tutar : 122 Komisyon : 0,Bloke No : 1299644406, BT: 26/03/2025, ÇT:18/04/2025;122,00;84.483,75
19.04.2025;Ýþyeri no:000000000771359,Tutar : 408 Komisyon : 0,Bloke No : 1299644401, BT: 26/03/2025, ÇT:18/04/2025;408,00;84.361,75
19.04.2025;Ýþyeri no:000000000771359,Tutar : 4861 Komisyon : 0,Bloke No : 1299644399, BT: 26/03/2025, ÇT:18/04/2025;4861,00;83.953,75
19.04.2025;Ýþyeri no:000000000771359,Tutar : 396,6 Komisyon : 0,Bloke No : 1299644398, BT: 26/03/2025, ÇT:18/04/2025;396,60;79.092,75
19.04.2025;Ýþyeri no:000000000771359,Tutar : 8344,4 Komisyon : 0,Bloke No : 1299644395, BT: 26/03/2025, ÇT:18/04/2025;8344,40;78.696,15
19.04.2025;Ýþyeri no:000000000771359,Tutar : 5536,45 Komisyon : 0,Bloke No : 1299644392, BT: 26/03/2025, ÇT:18/04/2025;5536,45;70.351,75
18.04.2025;Ýþyeri no:000000000771359,Tutar : 2602 Komisyon : 0,Bloke No : 1297634405, BT: 25/03/2025, ÇT:17/04/2025;2602,00;64.815,30
18.04.2025;Ýþyeri no:000000000771359,Tutar : 161 Komisyon : 0,Bloke No : 1297634403, BT: 25/03/2025, ÇT:17/04/2025;161,00;62.213,30
18.04.2025;Ýþyeri no:000000000771359,Tutar : 640 Komisyon : 0,Bloke No : 1297634402, BT: 25/03/2025, ÇT:17/04/2025;640,00;62.052,30
18.04.2025;Ýþyeri no:000000000771359,Tutar : 1798 Komisyon : 0,Bloke No : 1297634395, BT: 25/03/2025, ÇT:17/04/2025;1798,00;61.412,30
18.04.2025;Ýþyeri no:000000000771359,Tutar : 1209 Komisyon : 0,Bloke No : 1297634394, BT: 25/03/2025, ÇT:17/04/2025;1209,00;59.614,30
18.04.2025;Ýþyeri no:000000000771359,Tutar : 1451,44 Komisyon : 0,Bloke No : 1297634401, BT: 25/03/2025, ÇT:17/04/2025;1451,44;58.405,30
